text@oem1960m	@oem1960m	231.194	240.311	ну скажи ну понятно слушайте выходит фильм Тренер и / аа / премьера девятнадцатого да ? в Ро... / в России / а девятого апреля премьера ? //
text@oem1960m	@oem1960m	241.404	246.032	между прочим / в Лондоне / расскажи-ка ты мне рассказывал про эту премьеру //
text@oem1960m	@oem1960m	246.393	251.618	кто там у тебя будет / где это там буде...  где это там будет происходить / что за люди //
text@oem1960m	@oem1960m	260.182	262.713	не ну чт... что секунду / что значит не приходит ? //
text@oem1960m	@oem1960m	262.716	268.63	ты нет ты начинай с того что ты говоришь Олег Евгеньевич / у меня такого-то премьера если вы к.... не придете я вас убью я знаю что у вас спектакль //
text@oem1960m	@oem1960m	268.635	269.638	это так всегда //
text@oem1960m	@oem1960m	277.489	279.784	#смеется#
text@oem1960m	@oem1960m	302.989	305.481	#смеется#
text@oem1960m	@oem1960m	310.422	314.503	а скажи как у тебя родилась идея вот именно этого с... принимал ты участие в создании сценария ? //
text@oem1960m	@oem1960m	314.543	327.759	я тебе скажу п... пример / потому что вот например / я когда-то сыграл Ва... Вацлава Нижинского / и / я понятия не имел кто такой Вацлав Нижинский / я ходил и меня как-то заинтересовала фотография / он такой стоит какой-то такой мм то ли Фавна он там #нрзб# //
text@oem1960m	@oem1960m	328.016	340.305	да да да / я смотрю что это такое / потом я / с... словосочетание такое ну вот если можно назвать имя фамилию словосочетанием  Вацлав Нижинский / мне что-то понравилось а потом где-то работал в Лондоне и какая-то туса большая / ко мне подходит бабулька какая-то //
text@oem1960m	@oem1960m	340.474	348.75	такая бабулька тут у нее тут по состоянию на каждой бусине / она такая тут тоже по по четыре автомобиля /
text@oem1960m	@oem1960m	348.764	350.169	это видно прямо //
text@oem1960m	@oem1960m	350.366	358.045	и она подходит ко мне я ее первый раз в жизни вижу / и она мне говорит русская / и она мне говорит вы должны сыграть Нижинского //
text@oem1960m	@oem1960m	358.224	368.967	я думаю что ж вы пристали все ко мне с этим Нижинским ? / я похо... иду случайно захожу в какое-то / аа м... магазин в Лондоне спуск... бах вот такой огромный альбом Вацлав Нижинский
text@oem1960m	@oem1960m	369.068	380.207	и вот у меня так вот аа началась копиться и... информация которая потом вылилась в спектакль / а вот у тебя был какой-то толчок или просто / вот ты как бы заставлял себя это делать и постепенно приходили какие-то там ходы //
text@oem1960m	@oem1960m	384.102	386.23	да да да в две тысячи четырнадцатом да //
text@oem1960m	@oem1960m	430.48	433.049	#смеется#
text@oem1960m	@oem1960m	457.061	463.395	то есть теперь ты #нрзб# ты еще и сценарист да ? актер / режиссер / аа продюссер и сценарист ? //
text@oem1960m	@oem1960m	494.419	497.296	а к Роману Аркадьевичу не приходилось подходить в... ? //
text@oem1960m	@oem1960m	497.3	498.333	#смеется#
text@oem1960m	@oem1960m	498.333	499.419	и что? отказал ? //
text@oem1960m	@oem1960m	506.105	507.412	ну есть имя
text@oem1960m	@oem1960m	509.898	512.07	#смеется#
text@oem1960m	@oem1960m	528.735	543.183	слушай это же ужасно вот просить это же я же вот знаю по себе приходится и у тебя т... так ты для них артист / так ты для них звезда / а когда ты приходишь просить а кто ? дай-ка ну ч... пусть подождет минут пятнадцать #одновременно# у меня сейчас другие дела //
text@oem1960m	@oem1960m	566.004	566.905	да да да да да //
text@dvk1985m	@dvk1985m	236.213	237.426	девятнадцатого апреля да //
text@dvk1985m	@dvk1985m	239.235	242.088	девятого апреля премьера в Лондоне / аа //
text@dvk1985m	@dvk1985m	242.573	246.308	#смеется#
text@dvk1985m	@dvk1985m	246.467	247.948	я рассказывал потому что я вас звал //
text@dvk1985m	@dvk1985m	247.953	250.259	#смеется#
text@dvk1985m	@dvk1985m	250.32	259.076	просто я объясню я просто всегда зову Олега Евгеньевича на премьеру как / очень близкого для меня человека / и Олег Евгеньевич постоянно не приходит//
text@dvk1985m	@dvk1985m	259.626	264.321	аа / все вре... / не ну я щас по... я щас о... я щас объясню почему //
text@dvk1985m	@dvk1985m	264.321	269.186	#смеется#
text@dvk1985m	@dvk1985m	269.194	270.923	и оказывается всегда спектакль //
text@dvk1985m	@dvk1985m	271.72	279.516	или же когда Олег Евгеньевич приезжает в Петербург ты где ? / я в... я в Москве // когда я приезжаю в Москву Олег Евгеньевич я в Москве он говорит а у м... я в Петербурге на гастролях //
text@dvk1985m	@dvk1985m	279.698	299.929	да премьера девятого апреля в Лондоне / аа / на стадионе Стэмфорд Бридж / аа / где играет собственно команда Челси / ии / так как Челси у нас / в фильме и имеет прямое отношение к картине по сюжету / то там в общем обещает быть интересный список гостей с участием / представителей команды //
text@dvk1985m	@dvk1985m	300.132	304.204	пока это как бы / держится в секрете но я вам уже все секреты рассказал //
text@dvk1985m	@dvk1985m	304.204	305.173	#смеется#
text@dvk1985m	@dvk1985m	305.183	310.419	вот это будет девятого апреля и я надеюсь что / ээ все так как задумывается так и случится //
text@dvk1985m	@dvk1985m	314.308	314.838	да //
text@dvk1985m	@dvk1985m	326.45	328.446	а / послеполуденный отдых Фавна наверное
text@dvk1985m	@dvk1985m	342.558	345.911	английская #смеется#
text@dvk1985m	@dvk1985m	347.043	348.221	#смеется#
text@dvk1985m	@dvk1985m	371.011	372.011	аа //
text@dvk1985m	@dvk1985m	379.433	385.566	ну вот видимо первый толчок как выяснилось был в девяносто четвертом году / ээ в две тысячи ч... / в две тысячи четырнадцатом году //
text@dvk1985m	@dvk1985m	386.027	396.828	потом / с моей точки зрения ничего интересного мне не предлагали как актеру / и я подумал что ну раз мне не предлагают ну что я буду щас кричать / жаловаться что нет хороших сценариев давай / садись и пиши сам //
text@dvk1985m	@dvk1985m	397.062	406.75	и мы как-то с моим товарищем Пашей Руминовым с которым на тот момент мы сделали фильм Статус свободен это был мой первый продюссерский опыт / аа / разговорились я ему сказал что знаешь / я очень хочу сыграть футбольного тренера //
text@dvk1985m	@dvk1985m	406.75	421.078	и он как-то включился в это / придумал какую-то такую в двух трех словах историю / которую потом я стал расписывать уже в синопсис это было во многом / #нрзб# текст такой потому что я не умею писать сценарии а на тот момент точно это не знал как делать / ну просто стал писать //
text@dvk1985m	@dvk1985m	421.601	426.135	а потом мне моя девушка подариа книгу которая называется steal like an artist укради как художник //
text@dvk1985m	@dvk1985m	426.262	430.594	где там / я очень люблю такие книжки там сто страниц / вот таким шрифтом и с картинками //
text@dvk1985m	@dvk1985m	430.839	433.099	читается / улетно //
text@dvk1985m	@dvk1985m	433.303	443.358	и на английском языке / то есть ты можешь сказать я прочитал книгу на английском языке / ии там очень простым / языком написано / такие / прописные / очень понятные истины //
text@dvk1985m	@dvk1985m	443.689	450.948	там / бери и делай / все когда-то было / до этого просто бери сочиняй хочешь писать ? садись и пиши / хочешь рисовать ? садись рисуй //
text@dvk1985m	@dvk1985m	451.103	455.48	мн... мне было огромное удовольствие садиться и писать / то есть я брал и писал ! //
text@dvk1985m	@dvk1985m	455.766	457.441	мне было действительно дико интересно //
text@dvk1985m	@dvk1985m	462.534	473.72	да / но да но так но это не было такой задачей дай-ка я буду всем и сразу просто изначально было желание сыграть тренера / потом как-то я стал все это дело писать / а потом когда возник вопрос а собственно а как это реализовывать //
text@dvk1985m	@dvk1985m	474.092	482.093	аа / потому что денег надо много / а у меня таких денег нет надо как-то / мм / заражать этой энергией своих будущих партнеров //
text@dvk1985m	@dvk1985m	482.098	492.985	когда выяснилось а какой стадион / а мне нравится этот стадион этот стадион мы не можем позволить себе потому что он дорогой ты начинаешь к Сергею Николаевичу Галицкому который основатель футбольного клуба Краснодар и стадиона Сергей Николаевич пустите нас пожалуйста //
text@dvk1985m	@dvk1985m	493.295	495.267	мы такое вам кино снимем / обещаю ! //
text@dvk1985m	@dvk1985m	495.511	496.117	аа //
text@dvk1985m	@dvk1985m	496.631	498.936	к Роман Аркадьевичу приходилось подходить //
text@dvk1985m	@dvk1985m	499.126	504.5	притом что нет не отказал притом что нету за спиной не то чтобы короткометражки / вообще ничего //
text@dvk1985m	@dvk1985m	504.722	507.388	ну просто я прихожу и говорю можно я у вас #нрзб# 
text@dvk1985m	@dvk1985m	507.626	510.166	ну я я... я думаю что есть наглость какая-то //
text@dvk1985m	@dvk1985m	510.17	511.1	#смеется#
text@dvk1985m	@dvk1985m	511.109	518.669	и какая-то может быть амбиции какой-то / ну не знаю какой-то азарт наверное который может быть / аа / позволяет / довериться //
text@dvk1985m	@dvk1985m	518.897	530.159	аа / и я им очень благодарен потому что они поверили и пустили и дали / аа / свои стадионы / и так по-тихонечку ты где-то здесь попросил где-то здесь т... тебе удалось договориться на более годных условиях //
text@dvk1985m	@dvk1985m	531.397	532.286	ужасно //
text@dvk1985m	@dvk1985m	540.333	550.226	да / но но есть люди / но есть люди с которыми не так вот скажем с... вот Сергей Николаевич Галицкий или Роман Аркадьевич Абрамович с ними не так они уважительно относятся всегда //
text@dvk1985m	@dvk1985m	550.427	557.833	аа в... по крайней мере со мной так было и мы / аа / и в... и то что я слышал о них как мне другие мои коллеги рассказывали //
text@dvk1985m	@dvk1985m	558.003	569.702	ии это были очень очень легкие / п... простые и в то же время довольно долгие беседы притом что мне говорили у вас только пятнадцать минут у вас только двадцать минут они очень заняты / а потом где-то час полтора ты сидишь разговариваешь и общаешься уже обо всем //
text@dvk1985m	@dvk1985m	569.857	575.928	это было предельно уважительно корректно и это люди которые держат свое слово в каждом поступке //
words@oem1960m	@oem1960m	231.194	231.508	ну
words@oem1960m	@oem1960m	231.508	231.822	скажи
words@oem1960m	@oem1960m	231.822	232.136	ну
words@oem1960m	@oem1960m	232.136	232.45	понятно
words@oem1960m	@oem1960m	232.45	232.764	слушайте
words@oem1960m	@oem1960m	232.764	233.078	выходит
words@oem1960m	@oem1960m	233.078	233.392	фильм
words@oem1960m	@oem1960m	233.392	233.706	Тренер
words@oem1960m	@oem1960m	233.706	234.02	и
words@oem1960m	@oem1960m	234.02	234.334	/
words@oem1960m	@oem1960m	234.334	234.648	аа
words@oem1960m	@oem1960m	234.648	234.962	/
words@oem1960m	@oem1960m	234.962	235.276	премьера
words@oem1960m	@oem1960m	235.276	235.59	девятнадцатого
words@oem1960m	@oem1960m	235.59	235.904	да
words@oem1960m	@oem1960m	235.904	236.218	?
words@oem1960m	@oem1960m	236.218	236.532	в
words@oem1960m	@oem1960m	236.532	236.846	Ро...
words@oem1960m	@oem1960m	236.846	237.16	/
words@oem1960m	@oem1960m	237.16	237.474	в
words@oem1960m	@oem1960m	237.474	237.788	России
words@oem1960m	@oem1960m	237.788	238.102	/
words@oem1960m	@oem1960m	238.102	238.416	а
words@oem1960m	@oem1960m	238.416	238.73	девятого
words@oem1960m	@oem1960m	238.73	239.044	апреля
words@oem1960m	@oem1960m	239.044	239.358	премьера
words@oem1960m	@oem1960m	239.358	239.672	?
words@oem1960m	@oem1960m	239.672	239.986	/
words@oem1960m	@oem1960m	239.986	240.311	/
words@oem1960m	@oem1960m	241.404	241.712	между
words@oem1960m	@oem1960m	241.712	242.02	прочим
words@oem1960m	@oem1960m	242.02	242.328	/
words@oem1960m	@oem1960m	242.328	242.636	в
words@oem1960m	@oem1960m	242.636	242.944	Лондоне
words@oem1960m	@oem1960m	242.944	243.252	/
words@oem1960m	@oem1960m	243.252	243.56	расскажи-ка
words@oem1960m	@oem1960m	243.56	243.868	ты
words@oem1960m	@oem1960m	243.868	244.176	мне
words@oem1960m	@oem1960m	244.176	244.484	рассказывал
words@oem1960m	@oem1960m	244.484	244.792	про
words@oem1960m	@oem1960m	244.792	245.1	эту
words@oem1960m	@oem1960m	245.1	245.408	премьеру
words@oem1960m	@oem1960m	245.408	245.716	/
words@oem1960m	@oem1960m	245.716	246.032	/
words@oem1960m	@oem1960m	246.393	246.641	кто
words@oem1960m	@oem1960m	246.641	246.889	там
words@oem1960m	@oem1960m	246.889	247.137	у
words@oem1960m	@oem1960m	247.137	247.385	тебя
words@oem1960m	@oem1960m	247.385	247.633	будет
words@oem1960m	@oem1960m	247.633	247.881	/
words@oem1960m	@oem1960m	247.881	248.129	где
words@oem1960m	@oem1960m	248.129	248.377	это
words@oem1960m	@oem1960m	248.377	248.625	там
words@oem1960m	@oem1960m	248.625	248.873	буде...
words@oem1960m	@oem1960m	248.873	249.121	где
words@oem1960m	@oem1960m	249.121	249.369	это
words@oem1960m	@oem1960m	249.369	249.617	там
words@oem1960m	@oem1960m	249.617	249.865	будет
words@oem1960m	@oem1960m	249.865	250.113	происходить
words@oem1960m	@oem1960m	250.113	250.361	/
words@oem1960m	@oem1960m	250.361	250.609	что
words@oem1960m	@oem1960m	250.609	250.857	за
words@oem1960m	@oem1960m	250.857	251.105	люди
words@oem1960m	@oem1960m	251.105	251.353	/
